qid,model,gold,pred,A,B,C,D,correct
370,mistralai/Ministral-8B-Instruct-2410,C,C,-3.69140625,-3.86328125,-0.06622314453125,-4.55078125,True
370,mistralai/Ministral-8B-Instruct-2410,D,D,-3.337890625,-4.07421875,-4.62109375,-0.07281494140625,True
371,mistralai/Ministral-8B-Instruct-2410,A,D,-0.88427734375,-3.259765625,-4.1796875,-0.63427734375,False
371,mistralai/Ministral-8B-Instruct-2410,B,B,-2.84375,-0.09466552734375,-4.625,-3.921875,True
371,mistralai/Ministral-8B-Instruct-2410,C,C,-3.865234375,-4.53515625,-0.11468505859375,-2.599609375,True
371,mistralai/Ministral-8B-Instruct-2410,D,D,-3.255859375,-3.615234375,-2.349609375,-0.178466796875,True
372,mistralai/Ministral-8B-Instruct-2410,A,A,-0.08447265625,-3.037109375,-4.2890625,-4.0703125,True
372,mistralai/Ministral-8B-Instruct-2410,B,B,-4.09375,-0.062103271484375,-4.171875,-3.703125,True
372,mistralai/Ministral-8B-Instruct-2410,C,C,-3.482421875,-2.794921875,-0.169189453125,-2.794921875,True
372,mistralai/Ministral-8B-Instruct-2410,D,D,-2.935546875,-3.107421875,-3.560546875,-0.138671875,True
373,mistralai/Ministral-8B-Instruct-2410,A,B,-2.634765625,-0.697265625,-0.978515625,-2.978515625,False
373,mistralai/Ministral-8B-Instruct-2410,B,A,-0.7890625,-2.0859375,-2.3515625,-1.1328125,False
373,mistralai/Ministral-8B-Instruct-2410,C,D,-1.513671875,-1.826171875,-2.544921875,-0.62353515625,False
373,mistralai/Ministral-8B-Instruct-2410,D,A,-0.68505859375,-1.154296875,-2.029296875,-3.138671875,False
374,mistralai/Ministral-8B-Instruct-2410,A,C,-2.33984375,-1.13671875,-0.90234375,-1.76171875,False
374,mistralai/Ministral-8B-Instruct-2410,B,A,-1.0986328125,-1.9580078125,-1.2236328125,-1.5048828125,False
374,mistralai/Ministral-8B-Instruct-2410,C,A,-0.9599609375,-1.9443359375,-1.7099609375,-1.2568359375,False
374,mistralai/Ministral-8B-Instruct-2410,D,A,-0.74609375,-2.15234375,-1.79296875,-1.46484375,False
375,mistralai/Ministral-8B-Instruct-2410,A,C,-1.2724609375,-1.4287109375,-0.8974609375,-2.662109375,False
375,mistralai/Ministral-8B-Instruct-2410,B,B,-1.27734375,-0.76123046875,-2.88671875,-1.63671875,True
375,mistralai/Ministral-8B-Instruct-2410,C,A,-0.89794921875,-1.8193359375,-1.0068359375,-2.7890625,False
375,mistralai/Ministral-8B-Instruct-2410,D,A,-0.77587890625,-1.6826171875,-2.322265625,-1.3857421875,False
376,mistralai/Ministral-8B-Instruct-2410,A,A,-0.059906005859375,-3.763671875,-3.857421875,-4.52734375,True
376,mistralai/Ministral-8B-Instruct-2410,B,B,-3.990234375,-0.06854248046875,-3.490234375,-4.2890625,True
376,mistralai/Ministral-8B-Instruct-2410,C,C,-4.0078125,-4.0546875,-0.055450439453125,-4.1484375,True
376,mistralai/Ministral-8B-Instruct-2410,D,D,-2.671875,-3.09375,-4.453125,-0.14111328125,True
377,mistralai/Ministral-8B-Instruct-2410,A,D,-3.3828125,-2.7265625,-4.0234375,-0.13232421875,False
377,mistralai/Ministral-8B-Instruct-2410,B,C,-0.8427734375,-2.857421875,-0.7490234375,-3.373046875,False
377,mistralai/Ministral-8B-Instruct-2410,C,D,-0.9775390625,-3.0703125,-3.2109375,-0.6337890625,False
377,mistralai/Ministral-8B-Instruct-2410,D,B,-4.01953125,-0.09759521484375,-3.03515625,-3.78515625,False
378,mistralai/Ministral-8B-Instruct-2410,A,D,-1.345703125,-1.767578125,-1.486328125,-1.080078125,False
378,mistralai/Ministral-8B-Instruct-2410,B,B,-2.197265625,-0.63525390625,-1.806640625,-1.650390625,True
378,mistralai/Ministral-8B-Instruct-2410,C,C,-2.134765625,-1.962890625,-0.541015625,-1.853515625,True
378,mistralai/Ministral-8B-Instruct-2410,D,D,-1.572265625,-1.369140625,-1.837890625,-0.97802734375,True
379,mistralai/Ministral-8B-Instruct-2410,A,D,-1.9150390625,-3.259765625,-3.697265625,-0.243408203125,False
379,mistralai/Ministral-8B-Instruct-2410,B,D,-2.630859375,-1.5380859375,-3.693359375,-0.3818359375,False
379,mistralai/Ministral-8B-Instruct-2410,C,D,-2.662109375,-3.302734375,-1.896484375,-0.302978515625,False
379,mistralai/Ministral-8B-Instruct-2410,D,A,-0.40673828125,-2.78125,-2.96875,-1.546875,False
380,mistralai/Ministral-8B-Instruct-2410,A,A,-0.039520263671875,-4.8671875,-4.0859375,-4.9453125,True
380,mistralai/Ministral-8B-Instruct-2410,B,B,-5.0,-0.032135009765625,-4.59375,-5.09375,True
380,mistralai/Ministral-8B-Instruct-2410,C,C,-4.83203125,-6.20703125,-0.0205078125,-5.17578125,True
380,mistralai/Ministral-8B-Instruct-2410,D,D,-4.02734375,-4.98046875,-4.96484375,-0.0421142578125,True
381,mistralai/Ministral-8B-Instruct-2410,A,B,-2.466796875,-0.96630859375,-1.748046875,-1.029296875,False
381,mistralai/Ministral-8B-Instruct-2410,B,C,-1.134765625,-2.978515625,-0.837890625,-1.650390625,False
381,mistralai/Ministral-8B-Instruct-2410,C,A,-0.7001953125,-1.4970703125,-3.62109375,-1.3876953125,False
381,mistralai/Ministral-8B-Instruct-2410,D,B,-2.0,-0.73486328125,-1.0478515625,-3.4375,False
382,mistralai/Ministral-8B-Instruct-2410,A,A,-0.36376953125,-1.78515625,-2.55078125,-3.00390625,True
382,mistralai/Ministral-8B-Instruct-2410,B,B,-4.1796875,-0.11859130859375,-3.884765625,-2.650390625,True
382,mistralai/Ministral-8B-Instruct-2410,C,C,-3.759765625,-4.3046875,-0.10284423828125,-2.884765625,True
382,mistralai/Ministral-8B-Instruct-2410,D,D,-3.046875,-4.671875,-2.90625,-0.124267578125,True
383,mistralai/Ministral-8B-Instruct-2410,A,A,-0.74560546875,-2.99609375,-0.94873046875,-2.44921875,True
383,mistralai/Ministral-8B-Instruct-2410,B,A,-0.98193359375,-1.0908203125,-2.138671875,-1.7783203125,False
383,mistralai/Ministral-8B-Instruct-2410,C,D,-2.271484375,-2.583984375,-1.537109375,-0.505859375,False
383,mistralai/Ministral-8B-Instruct-2410,D,A,-0.61474609375,-1.990234375,-2.490234375,-1.443359375,False
384,mistralai/Ministral-8B-Instruct-2410,A,A,-0.31591796875,-2.45703125,-3.87890625,-1.81640625,True
384,mistralai/Ministral-8B-Instruct-2410,B,B,-2.75,-0.0946044921875,-4.1875,-4.6875,True
384,mistralai/Ministral-8B-Instruct-2410,C,C,-4.2734375,-4.1484375,-0.040740966796875,-4.7578125,True
384,mistralai/Ministral-8B-Instruct-2410,D,D,-2.853515625,-2.009765625,-3.775390625,-0.2445068359375,True
385,mistralai/Ministral-8B-Instruct-2410,A,A,-0.0285797119140625,-5.35546875,-5.33984375,-4.12109375,True
385,mistralai/Ministral-8B-Instruct-2410,B,B,-5.42578125,-0.0117034912109375,-6.59765625,-6.24609375,True
385,mistralai/Ministral-8B-Instruct-2410,C,C,-5.69921875,-5.49609375,-0.01215362548828125,-6.05078125,True
385,mistralai/Ministral-8B-Instruct-2410,D,D,-4.95703125,-4.89453125,-6.62109375,-0.02093505859375,True
386,mistralai/Ministral-8B-Instruct-2410,A,B,-1.0205078125,-0.89599609375,-1.9111328125,-2.537109375,False
386,mistralai/Ministral-8B-Instruct-2410,B,B,-1.9462890625,-0.462158203125,-2.228515625,-2.166015625,True
386,mistralai/Ministral-8B-Instruct-2410,C,C,-1.9921875,-2.4453125,-0.3046875,-3.3359375,True
386,mistralai/Ministral-8B-Instruct-2410,D,D,-1.7939453125,-3.10546875,-3.26171875,-0.29345703125,True
387,mistralai/Ministral-8B-Instruct-2410,A,A,-0.1268310546875,-2.798828125,-3.111328125,-4.625,True
387,mistralai/Ministral-8B-Instruct-2410,B,B,-4.34765625,-0.05096435546875,-3.89453125,-4.50390625,True
387,mistralai/Ministral-8B-Instruct-2410,C,C,-3.1328125,-4.3515625,-0.08514404296875,-3.8984375,True
387,mistralai/Ministral-8B-Instruct-2410,D,D,-3.4921875,-4.3984375,-2.8046875,-0.117431640625,True
388,mistralai/Ministral-8B-Instruct-2410,A,C,-2.880859375,-1.302734375,-0.48974609375,-2.865234375,False
388,mistralai/Ministral-8B-Instruct-2410,B,A,-0.44189453125,-2.66015625,-2.36328125,-1.66015625,False
388,mistralai/Ministral-8B-Instruct-2410,C,A,-0.77978515625,-0.93603515625,-2.357421875,-2.966796875,False
388,mistralai/Ministral-8B-Instruct-2410,D,A,-0.25439453125,-2.53515625,-2.61328125,-2.67578125,False
389,mistralai/Ministral-8B-Instruct-2410,A,B,-2.373046875,-0.71728515625,-1.201171875,-2.248046875,False
389,mistralai/Ministral-8B-Instruct-2410,B,D,-2.763671875,-1.8115234375,-1.0458984375,-0.88916015625,False
389,mistralai/Ministral-8B-Instruct-2410,C,D,-2.3203125,-1.2275390625,-1.4931640625,-0.99267578125,False
389,mistralai/Ministral-8B-Instruct-2410,D,D,-1.1005859375,-1.6005859375,-2.583984375,-0.9912109375,True
390,mistralai/Ministral-8B-Instruct-2410,A,D,-5.62109375,-4.05859375,-6.31640625,-0.0268402099609375,False
390,mistralai/Ministral-8B-Instruct-2410,B,D,-4.87890625,-5.84765625,-2.751953125,-0.0809326171875,False
390,mistralai/Ministral-8B-Instruct-2410,C,A,-0.306884765625,-4.37109375,-3.931640625,-1.478515625,False
390,mistralai/Ministral-8B-Instruct-2410,D,C,-4.31640625,-5.87890625,-0.021453857421875,-5.80078125,False
391,mistralai/Ministral-8B-Instruct-2410,A,B,-2.501953125,-0.2215576171875,-3.173828125,-2.720703125,False
391,mistralai/Ministral-8B-Instruct-2410,B,C,-2.23046875,-1.6982421875,-0.479736328125,-2.49609375,False
391,mistralai/Ministral-8B-Instruct-2410,C,A,-0.70263671875,-1.609375,-2.71875,-1.484375,False
391,mistralai/Ministral-8B-Instruct-2410,D,B,-2.3203125,-0.2257080078125,-3.2734375,-2.8828125,False
392,mistralai/Ministral-8B-Instruct-2410,A,A,-0.14404296875,-2.94140625,-2.92578125,-3.75390625,True
392,mistralai/Ministral-8B-Instruct-2410,B,B,-2.5859375,-0.1644287109375,-3.2421875,-3.3984375,True
392,mistralai/Ministral-8B-Instruct-2410,C,C,-3.1171875,-3.7109375,-0.10150146484375,-3.7734375,True
392,mistralai/Ministral-8B-Instruct-2410,D,D,-2.697265625,-3.244140625,-3.587890625,-0.1510009765625,True
393,mistralai/Ministral-8B-Instruct-2410,A,A,-0.2578125,-3.3671875,-1.8046875,-3.7265625,True
393,mistralai/Ministral-8B-Instruct-2410,B,B,-4.84765625,-0.03387451171875,-4.36328125,-4.80078125,True
393,mistralai/Ministral-8B-Instruct-2410,C,C,-4.01953125,-3.97265625,-0.049957275390625,-4.72265625,True
393,mistralai/Ministral-8B-Instruct-2410,D,D,-2.3984375,-3.1484375,-3.6484375,-0.1796875,True
394,mistralai/Ministral-8B-Instruct-2410,A,A,-0.08837890625,-3.400390625,-3.556640625,-3.994140625,True
394,mistralai/Ministral-8B-Instruct-2410,B,B,-3.544921875,-0.10833740234375,-3.373046875,-3.466796875,True
394,mistralai/Ministral-8B-Instruct-2410,C,C,-3.1171875,-2.3671875,-0.336181640625,-1.9453125,True
394,mistralai/Ministral-8B-Instruct-2410,D,D,-1.6337890625,-3.4453125,-1.6494140625,-0.5556640625,True
395,mistralai/Ministral-8B-Instruct-2410,A,A,-0.0755615234375,-3.904296875,-3.560546875,-3.904296875,True
395,mistralai/Ministral-8B-Instruct-2410,B,B,-3.875,-0.06256103515625,-3.9375,-4.09375,True
395,mistralai/Ministral-8B-Instruct-2410,C,C,-3.01953125,-3.83203125,-0.098388671875,-3.92578125,True
395,mistralai/Ministral-8B-Instruct-2410,D,D,-2.71875,-3.421875,-3.15625,-0.1568603515625,True
396,mistralai/Ministral-8B-Instruct-2410,A,A,-0.07220458984375,-5.234375,-3.806640625,-5.265625,True
396,mistralai/Ministral-8B-Instruct-2410,B,B,-4.01171875,-0.73193359375,-4.85546875,-0.77880859375,True
396,mistralai/Ministral-8B-Instruct-2410,C,C,-1.7001953125,-3.55859375,-0.309326171875,-4.58984375,True
396,mistralai/Ministral-8B-Instruct-2410,D,B,-3.35546875,-0.332275390625,-4.58984375,-1.61328125,False
397,mistralai/Ministral-8B-Instruct-2410,A,B,-3.5,-0.74951171875,-0.78076171875,-3.390625,False
397,mistralai/Ministral-8B-Instruct-2410,B,C,-1.18359375,-2.46484375,-0.68359375,-2.37109375,False
397,mistralai/Ministral-8B-Instruct-2410,C,B,-1.208984375,-0.64599609375,-2.740234375,-2.271484375,False
397,mistralai/Ministral-8B-Instruct-2410,D,C,-2.01171875,-1.68359375,-0.495849609375,-2.74609375,False
398,mistralai/Ministral-8B-Instruct-2410,A,A,-0.083740234375,-4.44140625,-3.443359375,-3.427734375,True
398,mistralai/Ministral-8B-Instruct-2410,B,B,-4.81640625,-0.03582763671875,-4.08203125,-5.01953125,True
398,mistralai/Ministral-8B-Instruct-2410,C,C,-4.35546875,-5.69921875,-0.0419921875,-3.853515625,True
398,mistralai/Ministral-8B-Instruct-2410,D,D,-3.4765625,-4.7890625,-4.7109375,-0.05535888671875,True
399,mistralai/Ministral-8B-Instruct-2410,A,A,-0.8359375,-2.0234375,-2.3671875,-1.1015625,True
399,mistralai/Ministral-8B-Instruct-2410,B,B,-2.677734375,-0.2548828125,-2.365234375,-2.912109375,True
399,mistralai/Ministral-8B-Instruct-2410,C,C,-2.609375,-2.875,-0.26513671875,-2.34375,True
399,mistralai/Ministral-8B-Instruct-2410,D,D,-2.189453125,-1.923828125,-1.705078125,-0.595703125,True
400,mistralai/Ministral-8B-Instruct-2410,A,A,-0.265625,-3.78125,-1.859375,-3.0,True
400,mistralai/Ministral-8B-Instruct-2410,B,B,-3.880859375,-0.052093505859375,-5.31640625,-4.23828125,True
400,mistralai/Ministral-8B-Instruct-2410,C,C,-4.48046875,-5.73828125,-0.0254364013671875,-4.94921875,True
400,mistralai/Ministral-8B-Instruct-2410,D,D,-4.140625,-5.234375,-6.46875,-0.0308685302734375,True
401,mistralai/Ministral-8B-Instruct-2410,A,A,-0.1143798828125,-3.287109375,-2.958984375,-4.08203125,True
401,mistralai/Ministral-8B-Instruct-2410,B,B,-4.94921875,-0.060546875,-3.951171875,-3.529296875,True
401,mistralai/Ministral-8B-Instruct-2410,C,C,-3.4921875,-3.5546875,-0.07086181640625,-4.8671875,True
401,mistralai/Ministral-8B-Instruct-2410,D,D,-3.794921875,-5.109375,-4.421875,-0.04510498046875,True
402,mistralai/Ministral-8B-Instruct-2410,A,A,-0.55810546875,-2.29296875,-1.4951171875,-2.32421875,True
402,mistralai/Ministral-8B-Instruct-2410,B,B,-2.298828125,-0.3623046875,-1.9091796875,-2.955078125,True
402,mistralai/Ministral-8B-Instruct-2410,C,C,-2.521484375,-1.8955078125,-0.36474609375,-2.646484375,True
402,mistralai/Ministral-8B-Instruct-2410,D,D,-1.4873046875,-2.048828125,-1.6591796875,-0.7998046875,True
403,mistralai/Ministral-8B-Instruct-2410,A,A,-0.09063720703125,-3.44921875,-4.29296875,-4.16796875,True
403,mistralai/Ministral-8B-Instruct-2410,B,B,-4.45703125,-0.048858642578125,-3.861328125,-4.72265625,True
403,mistralai/Ministral-8B-Instruct-2410,C,C,-4.4609375,-4.3203125,-0.03912353515625,-4.6796875,True
403,mistralai/Ministral-8B-Instruct-2410,D,D,-3.89453125,-4.19140625,-5.20703125,-0.050018310546875,True
404,mistralai/Ministral-8B-Instruct-2410,A,A,-0.007678985595703125,-6.1328125,-6.4765625,-6.4140625,True
404,mistralai/Ministral-8B-Instruct-2410,B,B,-6.05859375,-0.01099395751953125,-5.77734375,-6.29296875,True
404,mistralai/Ministral-8B-Instruct-2410,C,C,-5.62109375,-5.77734375,-0.01078033447265625,-6.07421875,True
404,mistralai/Ministral-8B-Instruct-2410,D,D,-4.83203125,-5.16015625,-5.94140625,-0.019805908203125,True
405,mistralai/Ministral-8B-Instruct-2410,A,A,-0.71337890625,-1.431640625,-2.712890625,-1.603515625,True
405,mistralai/Ministral-8B-Instruct-2410,B,B,-2.6875,-0.311767578125,-1.8740234375,-3.140625,True
405,mistralai/Ministral-8B-Instruct-2410,C,C,-1.5146484375,-1.9833984375,-0.499267578125,-3.4375,True
405,mistralai/Ministral-8B-Instruct-2410,D,D,-2.244140625,-1.369140625,-1.447265625,-0.916015625,True
406,mistralai/Ministral-8B-Instruct-2410,A,A,-0.41259765625,-2.458984375,-1.4912109375,-3.677734375,True
406,mistralai/Ministral-8B-Instruct-2410,B,B,-3.640625,-0.15673828125,-2.640625,-3.09375,True
406,mistralai/Ministral-8B-Instruct-2410,C,C,-2.94921875,-2.60546875,-0.183837890625,-3.23046875,True
406,mistralai/Ministral-8B-Instruct-2410,D,D,-3.287109375,-3.787109375,-3.990234375,-0.0845947265625,True
407,mistralai/Ministral-8B-Instruct-2410,A,C,-3.203125,-1.2509765625,-0.438232421875,-3.671875,False
407,mistralai/Ministral-8B-Instruct-2410,B,C,-3.779296875,-4.03125,-0.138916015625,-2.451171875,False
407,mistralai/Ministral-8B-Instruct-2410,C,B,-3.609375,-0.343017578125,-4.234375,-1.4052734375,False
407,mistralai/Ministral-8B-Instruct-2410,D,B,-3.91015625,-0.2841796875,-1.5810546875,-3.97265625,False
408,mistralai/Ministral-8B-Instruct-2410,A,B,-3.1015625,-0.39794921875,-2.5546875,-1.6162109375,False
408,mistralai/Ministral-8B-Instruct-2410,B,C,-3.3671875,-3.0703125,-0.1636962890625,-2.7578125,False
408,mistralai/Ministral-8B-Instruct-2410,C,A,-0.65966796875,-1.3466796875,-2.33203125,-2.14453125,False
408,mistralai/Ministral-8B-Instruct-2410,D,B,-3.30859375,-0.32470703125,-1.80859375,-2.66796875,False
409,mistralai/Ministral-8B-Instruct-2410,A,A,-0.1038818359375,-4.10546875,-3.447265625,-3.041015625,True
409,mistralai/Ministral-8B-Instruct-2410,B,B,-3.873046875,-0.060455322265625,-3.904296875,-4.21484375,True
409,mistralai/Ministral-8B-Instruct-2410,C,C,-3.912109375,-5.06640625,-0.036651611328125,-4.83203125,True
409,mistralai/Ministral-8B-Instruct-2410,D,D,-3.69921875,-4.48046875,-5.72265625,-0.043212890625,True
410,mistralai/Ministral-8B-Instruct-2410,A,C,-2.359375,-3.328125,-0.264892578125,-2.328125,False
410,mistralai/Ministral-8B-Instruct-2410,B,B,-1.494140625,-0.57177734375,-2.728515625,-1.962890625,True
410,mistralai/Ministral-8B-Instruct-2410,C,B,-2.501953125,-0.673828125,-0.970703125,-3.626953125,False
410,mistralai/Ministral-8B-Instruct-2410,D,B,-2.287109375,-0.7412109375,-2.458984375,-1.1005859375,False
411,mistralai/Ministral-8B-Instruct-2410,A,A,-0.047393798828125,-3.9921875,-4.65625,-5.09375,True
411,mistralai/Ministral-8B-Instruct-2410,B,B,-5.47265625,-0.0186614990234375,-5.83203125,-5.91015625,True
411,mistralai/Ministral-8B-Instruct-2410,C,C,-5.15625,-6.0078125,-0.015533447265625,-6.171875,True
411,mistralai/Ministral-8B-Instruct-2410,D,D,-4.7890625,-5.390625,-6.1953125,-0.023529052734375,True
412,mistralai/Ministral-8B-Instruct-2410,A,D,-1.4853515625,-2.875,-2.328125,-0.485107421875,False
412,mistralai/Ministral-8B-Instruct-2410,B,B,-2.435546875,-0.419921875,-1.732421875,-2.591796875,True
412,mistralai/Ministral-8B-Instruct-2410,C,C,-2.259765625,-2.837890625,-0.2445068359375,-2.978515625,True
412,mistralai/Ministral-8B-Instruct-2410,D,D,-2.072265625,-2.806640625,-2.619140625,-0.30712890625,True
413,mistralai/Ministral-8B-Instruct-2410,A,A,-0.004581451416015625,-7.12890625,-6.91015625,-6.73828125,True
413,mistralai/Ministral-8B-Instruct-2410,B,B,-7.3828125,-0.006366729736328125,-6.8828125,-6.625,True
413,mistralai/Ministral-8B-Instruct-2410,C,C,-6.66015625,-6.76953125,-0.0053253173828125,-6.47265625,True
413,mistralai/Ministral-8B-Instruct-2410,D,D,-5.7109375,-6.7109375,-6.7421875,-0.008453369140625,True
414,mistralai/Ministral-8B-Instruct-2410,A,B,-2.8046875,-0.61669921875,-1.7421875,-1.5078125,False
414,mistralai/Ministral-8B-Instruct-2410,B,A,-0.857421875,-2.216796875,-2.185546875,-1.044921875,False
414,mistralai/Ministral-8B-Instruct-2410,C,C,-1.291015625,-2.041015625,-0.697265625,-2.353515625,True
414,mistralai/Ministral-8B-Instruct-2410,D,C,-2.71484375,-1.32421875,-0.495849609375,-2.88671875,False
415,mistralai/Ministral-8B-Instruct-2410,A,C,-1.42578125,-1.51953125,-1.17578125,-1.47265625,False
415,mistralai/Ministral-8B-Instruct-2410,B,C,-1.4609375,-1.7734375,-0.78857421875,-1.9609375,False
415,mistralai/Ministral-8B-Instruct-2410,C,B,-1.013671875,-0.982421875,-2.466796875,-1.748046875,False
415,mistralai/Ministral-8B-Instruct-2410,D,B,-1.591796875,-0.68603515625,-1.794921875,-2.091796875,False
416,mistralai/Ministral-8B-Instruct-2410,A,A,-0.60693359375,-2.263671875,-2.998046875,-1.216796875,True
416,mistralai/Ministral-8B-Instruct-2410,B,C,-3.2734375,-0.8359375,-0.7421875,-3.1015625,False
416,mistralai/Ministral-8B-Instruct-2410,C,B,-4.265625,-0.60986328125,-0.93798828125,-3.078125,False
416,mistralai/Ministral-8B-Instruct-2410,D,B,-4.109375,-0.39208984375,-3.736328125,-1.2822265625,False
417,mistralai/Ministral-8B-Instruct-2410,A,A,-0.240478515625,-3.349609375,-2.693359375,-2.287109375,True
417,mistralai/Ministral-8B-Instruct-2410,B,B,-2.96875,-0.53076171875,-2.25,-1.4052734375,True
417,mistralai/Ministral-8B-Instruct-2410,C,C,-3.109375,-2.90625,-0.640625,-1.0,True
417,mistralai/Ministral-8B-Instruct-2410,D,D,-1.3115234375,-2.623046875,-2.638671875,-0.56103515625,True
418,mistralai/Ministral-8B-Instruct-2410,A,A,-0.2587890625,-2.7734375,-2.1328125,-3.2578125,True
418,mistralai/Ministral-8B-Instruct-2410,B,B,-2.416015625,-0.181396484375,-3.416015625,-3.291015625,True
418,mistralai/Ministral-8B-Instruct-2410,C,C,-3.041015625,-2.916015625,-0.259033203125,-2.119140625,True
418,mistralai/Ministral-8B-Instruct-2410,D,D,-2.56640625,-2.72265625,-1.67578125,-0.409912109375,True
419,mistralai/Ministral-8B-Instruct-2410,A,A,-0.55126953125,-1.0517578125,-3.66015625,-3.12890625,True
419,mistralai/Ministral-8B-Instruct-2410,B,B,-3.53515625,-0.62841796875,-0.87841796875,-3.95703125,True
419,mistralai/Ministral-8B-Instruct-2410,C,D,-3.638671875,-4.265625,-0.90478515625,-0.59228515625,False
419,mistralai/Ministral-8B-Instruct-2410,D,D,-3.232421875,-3.701171875,-1.185546875,-0.467041015625,True
420,mistralai/Ministral-8B-Instruct-2410,A,A,-0.0292205810546875,-4.54296875,-5.05859375,-4.69921875,True
420,mistralai/Ministral-8B-Instruct-2410,B,B,-5.5078125,-0.022003173828125,-4.7578125,-5.2265625,True
420,mistralai/Ministral-8B-Instruct-2410,C,C,-4.9921875,-4.7265625,-0.0249786376953125,-5.0703125,True
420,mistralai/Ministral-8B-Instruct-2410,D,D,-4.77734375,-4.69921875,-5.60546875,-0.0262298583984375,True
421,mistralai/Ministral-8B-Instruct-2410,A,A,-0.0278472900390625,-4.62109375,-5.07421875,-4.74609375,True
421,mistralai/Ministral-8B-Instruct-2410,B,B,-4.97265625,-0.02142333984375,-4.94140625,-5.47265625,True
421,mistralai/Ministral-8B-Instruct-2410,C,C,-5.25,-5.125,-0.0174560546875,-5.71875,True
421,mistralai/Ministral-8B-Instruct-2410,D,D,-4.72265625,-5.34765625,-5.97265625,-0.02081298828125,True
422,mistralai/Ministral-8B-Instruct-2410,A,A,-0.285400390625,-2.16015625,-3.50390625,-2.31640625,True
422,mistralai/Ministral-8B-Instruct-2410,B,B,-4.41796875,-0.044036865234375,-4.24609375,-4.30859375,True
422,mistralai/Ministral-8B-Instruct-2410,C,C,-3.69140625,-4.25390625,-0.05078125,-4.92578125,True
422,mistralai/Ministral-8B-Instruct-2410,D,D,-3.8515625,-4.8046875,-5.0859375,-0.0399169921875,True
423,mistralai/Ministral-8B-Instruct-2410,A,A,-0.195068359375,-2.5234375,-4.2890625,-2.6640625,True
423,mistralai/Ministral-8B-Instruct-2410,B,B,-2.86328125,-0.254150390625,-2.11328125,-3.23828125,True
423,mistralai/Ministral-8B-Instruct-2410,C,C,-2.8671875,-2.7109375,-0.1640625,-3.7578125,True
423,mistralai/Ministral-8B-Instruct-2410,D,D,-2.634765625,-4.0390625,-1.541015625,-0.368896484375,True
424,mistralai/Ministral-8B-Instruct-2410,A,A,-0.10296630859375,-3.556640625,-2.869140625,-4.5703125,True
424,mistralai/Ministral-8B-Instruct-2410,B,B,-3.8984375,-0.16357421875,-4.7265625,-2.1484375,True
424,mistralai/Ministral-8B-Instruct-2410,C,C,-3.990234375,-4.89453125,-0.036468505859375,-4.84765625,True
424,mistralai/Ministral-8B-Instruct-2410,D,D,-3.73046875,-3.90234375,-2.73046875,-0.120849609375,True
425,mistralai/Ministral-8B-Instruct-2410,A,B,-3.73828125,-0.1444091796875,-2.37890625,-4.16015625,False
425,mistralai/Ministral-8B-Instruct-2410,B,C,-3.359375,-4.796875,-0.06280517578125,-4.15625,False
425,mistralai/Ministral-8B-Instruct-2410,C,D,-1.59375,-2.09375,-4.203125,-0.42236328125,False
425,mistralai/Ministral-8B-Instruct-2410,D,C,-1.7021484375,-1.7177734375,-0.468017578125,-4.609375,False
426,mistralai/Ministral-8B-Instruct-2410,A,A,-0.658203125,-1.392578125,-1.939453125,-2.439453125,True
426,mistralai/Ministral-8B-Instruct-2410,B,B,-2.31640625,-0.332275390625,-2.81640625,-2.11328125,True
426,mistralai/Ministral-8B-Instruct-2410,C,C,-2.162109375,-2.740234375,-0.3193359375,-2.396484375,True
426,mistralai/Ministral-8B-Instruct-2410,D,D,-2.134765625,-2.947265625,-3.525390625,-0.227783203125,True
427,mistralai/Ministral-8B-Instruct-2410,A,C,-1.8125,-3.015625,-0.265380859375,-4.015625,False
427,mistralai/Ministral-8B-Instruct-2410,B,D,-1.7978515625,-1.5478515625,-3.455078125,-0.53271484375,False
427,mistralai/Ministral-8B-Instruct-2410,C,B,-3.78125,-0.09442138671875,-3.15625,-3.828125,False
427,mistralai/Ministral-8B-Instruct-2410,D,C,-3.67578125,-3.76953125,-0.082763671875,-3.55078125,False
428,mistralai/Ministral-8B-Instruct-2410,A,A,-0.123046875,-3.451171875,-3.716796875,-2.857421875,True
428,mistralai/Ministral-8B-Instruct-2410,B,B,-2.9765625,-0.11712646484375,-3.8828125,-3.3359375,True
428,mistralai/Ministral-8B-Instruct-2410,C,C,-1.701171875,-3.638671875,-0.295166015625,-3.107421875,True
428,mistralai/Ministral-8B-Instruct-2410,D,D,-3.099609375,-2.849609375,-1.3798828125,-0.4423828125,True
429,mistralai/Ministral-8B-Instruct-2410,A,A,-0.0625,-3.546875,-3.953125,-4.84375,True
429,mistralai/Ministral-8B-Instruct-2410,B,B,-4.90625,-0.030120849609375,-4.59375,-4.984375,True
429,mistralai/Ministral-8B-Instruct-2410,C,C,-4.76171875,-4.99609375,-0.0259857177734375,-5.15234375,True
429,mistralai/Ministral-8B-Instruct-2410,D,D,-4.2578125,-4.8515625,-4.765625,-0.040557861328125,True
430,mistralai/Ministral-8B-Instruct-2410,A,A,-0.070068359375,-3.6640625,-4.8984375,-3.5546875,True
430,mistralai/Ministral-8B-Instruct-2410,B,B,-3.296875,-0.1094970703125,-4.25,-3.09375,True
